,Ticker,% Held by Insiders,% Held by Institutions,200-Day Moving Average,5 Year Average Dividend Yield,50-Day Moving Average,52 Week High,52 Week Low,52-Week Change,Avg Vol (10 day),Avg Vol (3 month),Beta (3Y Monthly),Book Value Per Share (mrq),Current Ratio (mrq),Diluted EPS (ttm),Dividend Date,EBITDA,Enterprise Value,Enterprise Value/EBITDA,Enterprise Value/Revenue,Ex-Dividend Date,Fiscal Year Ends,Float,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Forward P/E,Gross Profit (ttm),Last Split Date,Last Split Factor (new per old),Levered Free Cash Flow (ttm),Market Cap (intraday),Most Recent Quarter (mrq),Net Income Avi to Common (ttm),Operating Cash Flow (ttm),Operating Margin (ttm),PEG Ratio (5 yr expected),Payout Ratio,Price/Book (mrq),Price/Sales (ttm),Profit Margin,Quarterly Earnings Growth (yoy),Quarterly Revenue Growth (yoy),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),S&P500 52-Week Change,Shares Outstanding,Shares Short,"Shares Short (Aug 31, 2018)","Shares Short (Nov 15, 2019)",Shares Short (prior month ),"Shares Short (prior month Jul 31, 2018)","Shares Short (prior month Oct 15, 2019)",Short % of Float,"Short % of Float (Aug 31, 2018)","Short % of Float (Nov 15, 2019)",Short % of Shares Outstanding,"Short % of Shares Outstanding (Aug 31, 2018)","Short % of Shares Outstanding (Nov 15, 2019)",Short Ratio,"Short Ratio (Aug 31, 2018)","Short Ratio (Nov 15, 2019)",Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,Trailing P/E,Symbol,Name,Sector
33,AMZN,0.1612,0.5712,1824.43,,1772.48,2035.8,1307.0,0.016,2820000.0,2910000.0,1.57,114.16,1.1,22.57,,34189999999.999996,924020000000.0,27.02,3.48,,1.5462144e+18,417420000.0,,,65.62,93730000000.0,9.362304e+17,1/2,22580000000.0,883310000000.0,1.5698016e+18,11350000000.0,35330000000.0,0.053899999999999997,1.21,0.0,15.61,3.33,0.042699999999999995,-0.26,0.237,0.052199999999999996,0.2373,265470000000.00003,539.3,0.12560000000000002,495800000.0,,,3810000.0,,,3400000.0,,,0.0092,,,0.0077,,,1.27,43400000000.0,87.54,74590000000.0,132.0,,,78.94,AMZN,Amazon.com Inc,Consumer Discretionary
34,APTV,0.0048,0.9948,83.36,1.29,91.84,97.64,58.8,0.2566,1700000.0,1190000.0,2.03,13.94,1.39,3.88,1.574208e+18,2160000000.0,28650000000.0,13.28,1.99,1.572912e+18,1.5462144e+18,253580000.0,0.88,0.0094,17.12,2730000000.0,1.512432e+18,1000/1193,144880000.0,24120000000.0,1.5698016e+18,1010000000.0,1680000000.0,0.10130000000000002,2.1,0.2268,6.78,1.68,0.0699,0.10800000000000001,0.021,0.0722,0.2701,14400000000.0,55.67,0.12560000000000002,255290000.0,,,4380000.0,,,4090000.0,,,0.02,,,0.0171,,,3.43,341000000.0,1.34,4800000000.0,127.06,0.88,0.0094,24.37,APTV,Aptiv Plc,Consumer Discretionary
35,AZO,0.008199999999999999,0.9656,1112.9,,1147.89,1188.18,798.41,0.42869999999999997,163340.0,206960.0,0.62,-71.3,0.91,63.43,,2590000000.0,33210000000.0,12.84,2.8,,1.5672096e+18,23560000.0,,,16.52,6370000000.0,7.668864e+17,1/2,1240000000.0,28060000000.0,1.5672096e+18,1620000000.0,2130000000.0,0.1868,1.77,0.0,,2.37,0.1363,0.41200000000000003,0.121,0.14400000000000002,,11860000000.0,475.2,0.12560000000000002,23830000.0,,,717980.0,,,846090.0,,,0.0302,,,0.0301,,,4.05,244260000.0,10.25,5390000000.0,,,,18.57,AZO,AutoZone Inc,Consumer Discretionary
36,BBY,0.1492,0.8638,69.85,2.48,74.06,83.63,47.72,0.20379999999999998,5910000.0,2440000.0,1.14,11.87,1.05,5.66,1.5783552e+18,2900000000.0,24120000000.0,8.32,0.56,1.5764544e+18,1.5490656e+18,231000000.0,2.0,0.0248,12.84,9960000000.0,1.1231136e+18,2/3,1070000000.0000001,20870000000.0,1.5726528e+18,1530000000.0,2240000000.0,0.048,1.89,0.34880000000000005,6.67,0.48,0.0354,0.057999999999999996,0.018000000000000002,0.0812,0.4989,43240000000.0,161.99,0.12560000000000002,263570000.0,,,6890000.0,,,6360000.0,,,0.0342,,,0.026099999999999998,,,3.48,1200000000.0,4.58,4099999999.9999995,131.1,2.0,0.0248,13.99,BBY,Best Buy Co. Inc.,Consumer Discretionary
37,BWA,0.006,0.9433,38.41,1.38,42.08,46.6,30.71,0.0332,1330000.0,1560000.0,1.86,21.58,1.58,3.64,1.5764544e+18,1610000000.0,10050000000.0,6.23,0.99,1.5749856e+18,1.5462144e+18,204800000.0,0.68,0.016200000000000003,10.33,2230000000.0,1.3872384e+18,1/2,770750000.0,8770000000.0,1.5698016e+18,755700000.0,1390000000.0,0.11630000000000001,8.29,0.1868,1.97,0.86,0.0742,-0.049,0.006,0.0743,0.18460000000000001,10180000000.0,49.37,0.12560000000000002,206490000.0,,,5450000.0,,,5880000.0,,,0.0296,,,0.026400000000000003,,,3.37,916000000.0,4.44,2160000000.0,47.23,0.68,0.016200000000000003,11.66,BWA,BorgWarner,Consumer Discretionary
38,KMX,0.0054,1.0609,87.15,,95.6,100.49,55.24,0.48100000000000004,724520.0,1160000.0,1.14,21.9,2.42,5.19,,1430000000.0,31330000000.0,21.84,1.55,,1.551312e+18,153720000.0,,,16.93,2920000000.0,1.1749536e+18,1/2,403880000.0,15900000000.0,1.5672096e+18,883210000.0,-73370000.0,0.0613,1.46,0.0,4.41,0.79,0.0437,0.057999999999999996,0.094,0.0404,0.249,20220000000.0,119.82,0.12560000000000002,164430000.0,,,18830000.0,,,20580000.0,,,0.1276,,,0.11449999999999999,,,19.57,40740000.0,0.25,15370000000.0,425.68,,,18.62,KMX,Carmax Inc,Consumer Discretionary
39,CCL,0.17329999999999998,0.7925,46.35,2.78,43.9,61.31,39.92,-0.262,3400000.0,4190000.0000000005,1.11,36.82,0.3,4.41,1.5761952e+18,5460000000.0,40570000000.0,7.44,1.98,1.5742944e+18,1.543536e+18,594970000.0,2.0,0.0444,10.11,7790000000.0,8.978688e+17,1/2,-226380000.0,31700000000.0,1.5672096e+18,3060000000.0,5530000000.0,0.163,2.11,0.4515,1.21,1.55,0.1493,0.043,0.11900000000000001,0.0487,0.1225,20500000000.0,29.57,0.12560000000000002,527059999.99999994,,,19530000.0,,,21240000.0,,,0.06230000000000001,,,0.027400000000000004,,,5.48,1150000000.0,1.68,10760000000.0,42.53,2.0,0.0444,10.08,CCL,Carnival Corp.,Consumer Discretionary
40,CBS,0.07769999999999999,0.0,44.46,1.26,37.79,54.84,35.02,-0.2454,5310000.0,5270000.0,1.18,13.47,1.52,7.71,1.569888e+18,2960000000.0,25430000000.0,8.6,1.66,1.5679872e+18,1.5462144e+18,333160000.0,0.72,0.0178,7.62,5400000000.0,1.5108768e+18,1/1,1740000000.0,15020000000.0,1.5698016e+18,2900000000.0,587000000.0,0.1794,1.08,0.0934,2.96,0.98,0.1898,-0.34600000000000003,0.01,0.0753,0.7674,15290000000.0,40.9,0.12560000000000002,351920000.0,,,16280000.000000002,,,15850000.0,,,0.0464,,,0.0434,,,2.89,196000000.0,0.52,10500000000.0,207.82,0.72,0.0178,5.17,CBS,CBS Corp.,Consumer Discretionary
41,CHTR,0.2801,0.7848999999999999,415.48,,462.3,485.99,272.91,0.4387,963040.0,1080000.0,1.23,153.52,0.28,5.52,,16149999999.999998,184150000000.0,11.4,4.07,,1.5462144e+18,151560000.0,,,34.92,24550000000.0,1.4635296e+18,1/0,3460000000.0,101020000000.0,1.5698016e+18,1250000000.0,11560000000.0,0.136,1.46,0.0,3.06,2.23,0.0276,-0.215,0.051,0.026400000000000003,0.0357,45230000000.0,202.75,0.12560000000000002,214780000.0,,,10610000.0,,,10300000.0,,,0.0833,,,0.049400000000000006,,,9.9,508000000.0,2.37,76160000000.0,187.94,,,85.24,CHTR,Charter Communications,Consumer Discretionary
42,CMG,0.0252,0.6273,775.19,,783.27,857.9,383.2,0.7121,368880.0,507660.0,0.7,58.36,1.51,10.99,,652750000.0,24620000000.0,37.71,4.58,,1.5462144e+18,23800000.0,,,45.51,1590000000.0,,,423190000.0,22620000000.0,1.5698016e+18,309760000.0,664100000.0,0.08230000000000001,1.67,0.0,13.94,4.21,0.057699999999999994,1.58,0.146,0.0771,0.20260000000000003,5370000000.0,193.64,0.12560000000000002,27800000.0,,,1550000.0,,,1630000.0,,,0.0635,,,0.0559,,,2.53,815360000.0,29.33,2810000000.0,173.17,,,74.06,CMG,Chipotle Mexican Grill,Consumer Discretionary
43,CMCSA,0.0070999999999999995,0.8467,44.02,1.7,44.92,47.27,32.61,0.1277,21570000.0,15990000.0,1.08,17.18,0.86,2.7,1.580256e+18,33670000000.0,305170000000.0,9.06,2.82,1.5783552e+18,1.5462144e+18,4510000000.0,0.84,0.019,12.72,64810000000.0,1.4876352e+18,1/2,12410000000.0,198480000000.0,1.5698016e+18,12410000000.0,25250000000.0,0.19100000000000003,1.38,0.3037,2.54,1.83,0.11449999999999999,0.115,0.212,0.056600000000000004,0.1648,108390000000.0,23.86,0.12560000000000002,4540000000.0,,,77850000.0,,,75770000.0,,,0.0173,,,0.0171,,,5.11,3510000000.0,0.77,105440000000.0,130.94,0.82,0.018600000000000002,16.17,CMCSA,Comcast Corp.,Consumer Discretionary
44,DHI,0.0824,0.8570000000000001,48.63,1.06,53.3,55.8,32.39,0.457,4300000.0,4600000.0,1.01,27.2,4.55,4.29,1.5760224e+18,2180000000.0,22620000000.0,10.36,1.29,1.5747264e+18,1.5698016e+18,333900000.0,0.7,0.0126,10.37,3650000000.0,1.1110176e+18,3/4,237440000.0,20210000000.0,1.5698016e+18,1620000000.0,892100000.0,0.12,0.74,0.1399,2.02,1.15,0.092,0.084,0.11800000000000001,0.0888,0.16640000000000002,17590000000.0,47.22,0.12560000000000002,368490000.0,,,9090000.0,,,10710000.0,,,0.026000000000000002,,,0.024700000000000003,,,1.76,1450000000.0,3.94,3400000000.0,33.02,0.6,0.0108,12.79,DHI,D. R. Horton,Consumer Discretionary
45,DRI,0.0019,0.9319,118.71,2.93,112.73,128.41,95.83,0.0762,961520.0,1300000.0,0.34,19.42,0.43,5.74,1.5725664e+18,1180000000.0,19780000000.0,16.75,2.31,1.5705792e+18,1.5588288e+18,122250000.0,3.52,0.029700000000000004,17.52,1850000000.0,1.4471136e+18,8939/10000,561570000.0,14630000000.0,1.5666912e+18,721500000.0,1300000000.0,0.10060000000000001,2.13,0.5425,6.14,1.7,0.0836,0.026000000000000002,0.035,0.071,0.3099,8580000000.0,69.62,0.12560000000000002,122600000.0,,,5100000.0,,,5700000.0,,,0.053200000000000004,,,0.041600000000000005,,,4.82,350800000.0,2.86,5610000000.0,235.62,3.13,0.026400000000000003,20.78,DRI,Darden Restaurants,Consumer Discretionary
46,DISCA,0.0227,1.1718000000000002,28.95,,29.47,33.66,23.79,0.1681,4290000.0,4000000.0,1.56,13.68,1.52,2.22,,5160000000.0,40380000000.0,7.83,3.64,,1.5462144e+18,476660000.0,,,8.42,7050000000.0,1.4073696e+18,1000/1957,5640000000.0,16360000000.0,1.5698016e+18,1660000000.0,3100000000.0,0.33909999999999996,0.31,0.0,2.39,1.48,0.1681,1.239,0.033,0.0714,0.18350000000000002,11080000000.0,17.22,0.12560000000000002,158140000.0,,,39580000.0,,,34740000.0,,,0.7807,,,0.0753,,,9.71,825000000.0,1.19,16300000000.0,140.76,,,14.72,DISCA,Discovery Communications-A,Consumer Discretionary
47,DISH,0.036000000000000004,1.0286,35.63,,35.02,44.66,23.22,0.0234,2550000.0,2089999.9999999998,1.4,20.63,0.6,2.56,1.3566528e+18,2480000000.0,30070000000.0,12.14,2.34,1.3552704e+18,1.5462144e+18,235230000.0,,,16.11,4300000000.0,9.537696e+17,1/2,190640000.0,16640000000.0,1.5698016e+18,1350000000.0,2530000000.0,0.1428,-0.64,0.0,1.63,1.29,0.10460000000000001,-0.182,-0.067,0.0371,0.1482,12870000000.0,27.35,0.12560000000000002,255630000.0,,,14140000.0,,,13520000.0,,,0.08109999999999999,,,0.0286,,,8.13,1590000000.0,3.23,14280000000.0,133.54,,,13.15,DISH,Dish Network,Consumer Discretionary
48,DG,0.0015,1.0464,146.33,,160.48,166.98,98.08,0.40880000000000005,2170000.0,1600000.0,0.53,26.25,1.14,6.22,1.5717024e+18,2650000000.0,51160000000.0,19.28,1.92,1.5704064e+18,1.5489792e+18,255870000.0,1.28,0.008100000000000001,21.02,7800000000.0,,,1240000000.0,39760000000.0,1.564704e+18,1630000000.0,2180000000.0,0.0815,2.28,0.1961,5.89,1.49,0.0611,0.047,0.084,0.078,0.2482,26670000000.0,102.32,0.12560000000000002,257070000.0,,,3210000.0,,,3390000.0,,,0.0124,,,0.0125,,,2.4,259570000.0,1.01,10970000000.0,162.54,1.22,0.0078000000000000005,24.86,DG,Dollar General,Consumer Discretionary
49,DLTR,0.0281,0.9658,106.57,,110.62,119.71,81.71,0.0553,7930000.0,2160000.0,0.55,25.86,1.09,-6.75,,2240000000.0,31320000000.0,13.99,1.33,,1.5490656e+18,233200000.0,,,16.51,8359999999.999999,1.3407552e+18,1/2,611920000.0,21170000000.0,1.5726528e+18,-1600000000.0,1730000000.0,0.0683,4.85,0.0,3.46,0.9,-0.06820000000000001,-0.092,0.037000000000000005,0.055099999999999996,-0.228,23500000000.0,98.91,0.12560000000000002,236660000.0,,,4090000.0,,,5560000.0,,,0.0194,,,0.0173,,,2.98,433700000.0,1.83,10110000000.0,165.14,,,,DLTR,Dollar Tree,Consumer Discretionary
50,EXPE,0.1298,0.8909,126.67,0.87,118.28,144.0,93.53,-0.1574,2600000.0,2420000.0,1.1,28.76,0.75,3.34,1.5761088e+18,1400000000.0,17330000000.0,12.34,1.46,1.5740352e+18,1.5462144e+18,112280000.0,1.36,0.0134,14.5,9260000000.0,1.3244256e+18,2/1,786630000.0,14600000000.0,1.5698016e+18,506000000.0,2280000000.0,0.081,1.96,0.38810000000000006,3.5,1.23,0.0426,-0.22100000000000003,0.086,0.029700000000000004,0.0886,11880000000.0,80.18,0.12560000000000002,139360000.0,,,6490000.0,,,7000000.0,,,0.0524,,,0.044800000000000006,,,1.75,4460000000.0,30.75,5460000000.0,94.65,1.3,0.0128,30.16,EXPE,Expedia Inc.,Consumer Discretionary
51,FL,0.2286,0.0,42.18,2.22,44.0,68.0,33.12,-0.28850000000000003,5640000.0,2550000.0,0.96,22.64,1.9,4.62,1.5804288e+18,903000000.0,6900000000.0,7.64,0.86,1.5791328e+18,1.5490656e+18,106250000.0,1.52,0.038,7.52,3280000000.0,6.441984e+17,1/2,,4240000000.0,1.5726528e+18,515000000.0,,0.0894,1.1,0.3221,1.75,0.53,0.0639,-0.038,0.039,0.0874,0.2111,8060000000.000001,72.81,0.12560000000000002,107040000.0,,,8140000.000000001,,,10100000.0,,,0.08220000000000001,,,0.076,,,4.38,744000000.0,6.94,3350000000.0,137.87,1.49,0.0371,8.57,FL,Foot Locker Inc,Consumer Discretionary
52,F,0.23800000000000002,0.0761,9.4,5.18,8.92,10.56,7.41,-0.0562,29230000.0,35200000.0,1.07,8.91,1.17,0.4,1.5752448e+18,11640000000.0,167770000000.0,14.42,1.06,1.571616e+18,1.5462144e+18,3890000000.0,0.6,0.06620000000000001,6.88,14880000000.0,9.652608e+17,1000000/1748175,6090000000.0,35720000000.0,1.5698016e+18,1600000000.0,16100000000.000002,0.0203,-3.12,1.5,1.01,0.23,0.0101,-0.5710000000000001,-0.018000000000000002,0.0078000000000000005,0.045599999999999995,157980000000.0,39.75,0.12560000000000002,3890000000.0,,,102400000.0,,,129310000.0,,,0.0288,,,0.0258,,,2.63,22300000000.0,5.62,154110000000.0,435.5,0.6,0.06620000000000001,22.52,F,Ford Motor,Consumer Discretionary
53,GPS,0.3594,0.6005,17.87,3.6,17.15,31.39,15.11,-0.4106,6390000.0,7220000.0,0.7,9.74,1.43,2.14,1.580256e+18,1910000000.0,12950000000.0,6.79,0.79,1.5783552e+18,1.5490656e+18,209380000.0,0.97,0.0584,9.69,6320000000.0,9.300096e+17,2/3,146120000.0,6040000000.0,1.5726528e+18,811000000.0,1340000000.0,0.0819,-0.71,0.4533,1.66,0.37,0.0497,-0.474,-0.022000000000000002,0.075,0.2293,16329999999.999998,43.26,0.12560000000000002,373300000.0,,,35170000.0,,,39070000.0,,,0.1627,,,0.0943,,,4.45,1080000000.0,2.9,7830000000.0,215.55,0.97,0.0584,7.55,GPS,Gap Inc.,Consumer Discretionary
54,GRMN,0.3165,0.47130000000000005,83.59,3.8,92.93,98.76,59.98,0.4247,734420.0,967290.0,0.93,23.05,2.64,4.1,1.5777504e+18,994070000.0,17350000000.0,17.45,4.84,1.5761952e+18,1.5460416e+18,138950000.0,2.28,0.0233,22.38,1980000000.0,1.1556864e+18,1/2,458780000.0,18420000000.0,1.5696288e+18,781840000.0,681910000.0,0.2486,3.5,0.5366,4.21,5.14,0.21789999999999998,0.237,0.154,0.1027,0.18760000000000002,3590000000.0,18.92,0.12560000000000002,190100000.0,,,3410000.0,,,3820000.0,,,0.0236,,,0.0179,,,3.2,1280000000.0,6.72,56290000.0,1.28,2.28,0.0233,23.64,GRMN,Garmin Ltd.,Consumer Discretionary
55,GM,0.073,0.7881999999999999,37.31,4.1,36.84,41.9,31.46,-0.0637,8760000.0,9120000.0,1.42,31.82,0.96,6.14,1.5767136e+18,13610000000.0,138170000000.0,10.15,0.95,1.575504e+18,1.5462144e+18,1250000000.0,1.52,0.0422,5.61,14280000000.0,,,-6550000000.0,51260000000.0,1.5698016e+18,8820000000.0,17580000000.0,0.0492,-5.65,0.24760000000000001,1.13,0.35,0.061900000000000004,-0.07200000000000001,-0.009000000000000001,0.0195,0.1991,144810000000.0,101.98,0.12560000000000002,1430000000.0,,,21880000.0,,,21600000.0,,,0.0154,,,0.015300000000000001,,,2.4,23580000000.0,16.5,106090000000.0,217.53,1.52,0.0422,5.84,GM,General Motors,Consumer Discretionary
56,GPC,0.0288,0.7782,98.91,2.79,103.57,115.2,87.26,0.0016,498520.0,665450.0,0.94,25.07,1.26,5.45,1.5779232e+18,1390000000.0,19260000000.0,13.8,1.0,1.575504e+18,1.5462144e+18,142370000.0,3.05,0.0292,17.72,5980000000.0,8.610624e+17,2/3,428700000.0,15220000000.0,1.5698016e+18,798870000.0,964850000.0,0.0588,3.96,0.5518,4.18,0.79,0.0414,0.033,0.062000000000000006,0.052199999999999996,0.218,19290000000.0,132.12,0.12560000000000002,145290000.0,,,3130000.0,,,3550000.0,,,0.025099999999999997,,,0.0215,,,4.51,451280000.0,3.11,4520000000.0,123.33,3.01,0.0288,19.22,GPC,Genuine Parts,Consumer Discretionary
57,GT,0.0037,0.9163,14.36,1.77,16.05,23.95,10.74,-0.3276,1700000.0,3010000.0,1.76,20.79,1.33,0.81,1.5752448e+18,1560000000.0,10570000000.0,6.76,0.71,1.57248e+18,1.5462144e+18,231690000.0,0.64,0.04,7.31,3460000000.0,7.3656e+17,1/2,-56620000.0,3720000000.0,1.5698016e+18,191000000.0,801000000.0,0.053200000000000004,4.85,0.7805,0.77,0.25,0.0128,-0.7490000000000001,-0.032,0.0276,0.0422,14910000000.0,63.91,0.12560000000000002,232560000.0,,,10450000.0,,,13400000.0,,,0.050499999999999996,,,0.0449,,,3.61,868000000.0,3.73,7510000000.0,149.26,0.64,0.04,19.75,GT,Goodyear Tire & Rubber,Consumer Discretionary
58,HBI,0.0124,0.9865,15.53,2.4,15.56,19.38,11.57,-0.0675,5770000.0,5180000.0,1.18,3.4,1.73,1.6,1.5753312e+18,1080000000.0,9480000000.0,8.76,1.36,1.5731712e+18,1.5460416e+18,358230000.0,0.6,0.0398,8.58,2690000000.0,1.4254272e+18,1/4,650370000.0,5490000000.0,1.5696288e+18,582850000.0,746810000.0,0.1363,3.01,0.375,4.47,0.79,0.0835,0.095,0.01,0.0781,0.5549000000000001,6980000000.0,19.16,0.12560000000000002,361700000.0,,,62540000.0,,,55200000.0,,,0.196,,,0.1729,,,11.61,317020000.0,0.88,4340000000.0,352.9,0.6,0.0398,9.5,HBI,Hanesbrands Inc,Consumer Discretionary
59,HOG,0.0064,0.9394,35.31,3.0,37.97,43.69,30.17,-0.1616,1220000.0,1860000.0,1.22,12.05,1.11,2.56,1.5695424e+18,842420000.0,12530000000.0,14.88,2.31,1.568592e+18,1.5462144e+18,151920000.0,1.5,0.0412,10.49,1910000000.0,9.553248e+17,1/2,281790000.0,5600000000.0,1.5697152e+18,410630000.0,932010000.0,0.11480000000000001,1.62,0.5750000000000001,3.01,1.03,0.0755,-0.24,-0.033,0.037000000000000005,0.2059,5440000000.0,34.16,0.12560000000000002,154290000.0,,,18210000.0,,,17280000.0,,,0.12960000000000002,,,0.11800000000000001,,,8.71,482110000.0,3.16,7470000000.0,406.75,1.5,0.041100000000000005,14.17,HOG,Harley-Davidson,Consumer Discretionary
60,HAS,0.08220000000000001,0.9359000000000001,108.53,2.46,101.27,126.87,76.84,0.1316,1570000.0,1320000.0,1.04,14.58,2.33,2.06,1.573776e+18,784030000.0,13600000000.0,17.35,2.91,1.57248e+18,1.546128e+18,117860000.0,2.72,0.0267,21.61,2340000000.0,9.215424e+17,2/3,365290000.0,13750000000.0,1.5697152e+18,261880000.0,860820000.0,0.1291,2.38,1.2718,6.89,2.94,0.0559,-0.193,0.003,0.0684,0.1405,4680000000.0,37.03,0.12560000000000002,136830000.0,,,5970000.0,,,5950000.0,,,0.067,,,0.04360000000000001,,,2.94,1090000000.0,8.6,1850000000.0,100.42,2.67,0.0263,48.78,HAS,Hasbro Inc.,Consumer Discretionary
61,HLT,0.0151,1.0347,94.93,,97.8,106.42,65.64,0.3467,1660000.0,1630000.0,1.04,-0.73,0.78,3.16,1.5774048e+18,1870000000.0,37850000000.0,20.26,10.06,1.5730848e+18,1.5462144e+18,277820000.0,0.6,0.005600000000000001,24.42,2340000000.0,1.483488e+18,2052/1000,1300000000.0,29560000000.0,1.5698016e+18,930000000.0,1520000000.0,0.4228,1.32,0.18989999999999999,,7.85,0.24710000000000001,0.778,0.018000000000000002,0.0681,4.9081,3760000000.0,12.98,0.12560000000000002,286860000.0,,,5440000.0,,,4790000.0,,,0.0189,,,0.0193,,,3.25,719000000.0,2.55,8940000000.0,,0.6,0.005699999999999999,33.13,HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary
62,HD,0.0011,0.7223,218.04,2.01,231.81,239.31,158.09,0.2133,6850000.0,3820000.0,1.03,-0.99,1.08,10.04,1.5767136e+18,18310000000.0,273399999999.99997,14.93,2.46,1.5754176e+18,1.549152e+18,1090000000.0,5.44,0.024700000000000003,20.0,37160000000.0,9.465984e+17,2/3,8760000000.0,237390000000.0,1.5727392e+18,11110000000.0,13670000000.0,0.1448,2.66,0.508,,2.14,0.1001,-0.034,0.035,0.2059,93.3193,110930000000.0,100.76,0.12560000000000002,1090000000.0,,,11290000.0,,,12070000.0,,,0.0103,,,0.0103,,,4.42,2190000000.0,2.01,35050000000.0,,5.44,0.024700000000000003,21.67,HD,Home Depot,Consumer Discretionary
63,IPG,0.0068000000000000005,1.0507,21.71,2.95,21.92,24.16,19.56,-0.056799999999999996,2810000.0,3100000.0,1.11,6.38,0.95,1.68,1.5764544e+18,1400000000.0,14220000000.0,10.17,1.65,1.5749856e+18,1.5462144e+18,385090000.0,0.94,0.042,11.21,1740000000.0,9.320832e+17,1/2,963200000.0,8610000000.0,1.5698016e+18,653300000.0,1320000000.0,0.12960000000000002,2.62,0.5446,3.48,1.0,0.0759,0.028999999999999998,0.087,0.04730000000000001,0.2687,8610000000.0,22.34,0.12560000000000002,387730000.0,,,22620000.0,,,21160000.0,,,0.0752,,,0.058300000000000005,,,8.32,520500000.0,1.34,5310000000.0,197.55,0.92,0.0408,13.23,IPG,Interpublic Group,Consumer Discretionary
64,KSS,0.0138,1.1105,50.13,3.99,52.47,75.91,43.33,-0.3089,4099999.9999999995,3780000.0,1.08,34.33,1.42,4.34,1.5771456e+18,2190000000.0,12950000000.0,5.91,0.65,1.575936e+18,1.5490656e+18,151960000.0,2.68,0.057,9.65,8029999999.999999,9.566208e+17,1/2,763250000.0,7450000000.0,1.5726528e+18,698000000.0,1730000000.0,0.0634,-2.01,0.6065,1.36,0.37,0.035,-0.23600000000000002,-0.001,0.053,0.1292,19960000000.0,125.76,0.12560000000000002,162030000.0,,,20010000.0,,,19140000.0,,,0.1591,,,0.1257,,,6.65,490000000.0,3.14,6100000000.0,113.97,2.62,0.055700000000000006,10.78,KSS,Kohl's Corp.,Consumer Discretionary
65,LB,0.17379999999999998,0.7567,20.89,4.83,17.7,34.89,15.8,-0.443,11730000.0,6520000.0,0.77,-3.38,,1.33,1.5755904e+18,1920000000.0,13640000000.0,7.09,1.04,1.5742944e+18,1.5490656e+18,217310000.0,1.2,0.06269999999999999,7.69,5730000000.0,9.597312e+17,1/2,,5020000000.0,1.5726528e+18,366060000.0,,0.1015,-1.08,1.1457,,0.38,0.027999999999999997,,-0.035,,,13060000000.0,47.72,0.12560000000000002,276390000.0,,,17070000.0,,,20480000.0,,,0.0751,,,0.0618,,,3.27,853000000.0,3.09,9190000000.0,,1.5,0.0784,13.69,LB,L Brands Inc.,Consumer Discretionary
66,LEG,0.0102,0.8112,41.51,3.08,50.05,55.42,33.48,0.3028,1050000.0,1230000.0,1.13,9.54,1.74,2.22,1.5790464e+18,656200000.0,9050000000.0,13.79,1.94,1.5761088e+18,1.5462144e+18,129990000.00000001,1.6,0.030600000000000002,19.05,893300000.0,8.979552e+17,1/2,310340000.0,6870000000.0,1.5698016e+18,300000000.0,605800000.0,0.10300000000000001,3.95,0.7027,5.47,1.48,0.0645,0.107,0.135,0.0713,0.2479,4650000000.0,34.6,0.12560000000000002,131600000.0,,,9920000.0,,,14000000.0,,,0.0853,,,0.07540000000000001,,,6.12,242000000.0,1.84,2410000000.0,191.57,1.56,0.0298,23.52,LEG,Leggett & Platt,Consumer Discretionary
67,LEN,0.0194,0.9756999999999999,53.48,0.32,59.87,62.63,37.29,0.3678,2320000.0,3230000.0,1.09,48.4,9.89,6.06,1.5725664e+18,2490000000.0,28510000000.0,11.43,1.31,1.5712704e+18,1.543536e+18,289820000.0,0.16,0.0027,9.81,4360000000.0,1.5101856e+18,1000/1017,-732270000.0,18230000000.0,1.5672096e+18,1950000000.0,1280000000.0,0.1106,1.1,0.026099999999999998,1.22,0.84,0.0906,0.133,0.033,0.0521,0.1331,21750000000.0,67.67,0.12560000000000002,279880000.0,,,14310000.0,,,16590000.0,,,0.057300000000000004,,,0.0451,,,4.32,817240000.0,2.57,10280000000.0,66.48,0.16,0.0027,9.71,LEN,Lennar Corp.,Consumer Discretionary
68,LKQ,0.0077,0.9621,28.94,,33.85,36.21,22.74,0.24800000000000003,2290000.0,2260000.0,1.32,15.72,2.18,1.39,,1290000000.0,15670000000.0,12.17,1.25,,1.5462144e+18,287300000.0,,,13.74,4570000000.0,1.3480128e+18,1/2,896220000.0,10820000000.0,1.5698016e+18,440710000.0,1150000000.0,0.078,0.45,0.0,2.25,0.87,0.035,0.135,0.008,0.050800000000000005,0.0911,12500000000.0,39.95,0.12560000000000002,306460000.0,,,3590000.0,,,4370000.0,,,0.0128,,,0.0117,,,1.81,433390000.0,1.41,5230000000.0,107.43,,,25.45,LKQ,LKQ Corporation,Consumer Discretionary
